location,price,total_sqft,No. of Bedrooms,School,24X7Security,CarParking,Hospital,LiftAvailable
Miyapur,10700000,1905,3,0,0,0,0,1
Kukatpally,6233000,1170,1,0,1,1,0,1
Appa Junction,8800000,1385,2,0,0,0,0,1
Appa Junction,8998000,1390,2,0,0,0,0,1
Appa Junction,7998999,1282,2,0,0,0,0,1
Gajularamaram,4284000,1020,1,0,0,0,0,1
Aminpur,10000000,1935,3,0,0,0,0,1
Kukatpally,7098999,1090,2,0,0,0,0,1
Kondapur,9828000,1630,3,0,0,0,0,1
Kukatpally,10900000,1695,3,0,0,0,0,1
Appa Junction,7998999,1282,2,0,0,0,0,1
Appa Junction,8998000,1390,2,0,0,0,0,1
Appa Junction,8800000,1385,2,0,0,0,0,1
Appa Junction,8800000,1385,2,0,0,0,0,1
Beeramguda,3500000,1080,2,0,0,0,0,1
Krishna Reddy Pet,3300000,1045,2,0,0,0,0,1
Krishna Reddy Pet,3200000,1100,2,0,0,0,0,1
Kukatpally,7317000,1090,2,0,0,0,0,1
Moosapet,10900000,1700,2,0,0,0,0,1
Moosapet,11100000,1730,2,0,0,0,0,1
Kukatpally,10900000,1700,3,0,0,0,0,1
Gajularamaram,4600000,1050,2,0,0,0,0,1
Karmanghat,15000000,2400,4,0,0,0,0,1
Miyapur,5500000,1214,2,0,0,0,0,1
Beeramguda,3500000,1080,2,0,0,0,0,1
Kukatpally,7317000,1090,2,0,0,0,0,1
Kukatpally,11800000,1840,3,0,0,0,0,1
Gajulramaram Kukatpally,8098000,1620,3,1,1,1,0,1
Gajulramaram Kukatpally,5623000,1125,2,1,1,1,0,1
Gajulramaram Kukatpally,6838000,1368,3,1,1,1,0,1
Kokapet,10500000,2115,3,0,1,1,0,1
Kukatpally,11200000,1695,3,0,0,0,0,1
Mallampet,3375000,1125,1,0,0,0,0,1
Uppal,5500000,1170,2,0,0,0,0,1
Miyapur,4200000,1200,2,0,0,0,0,1
LB Nagar,4700000,902,2,0,0,0,0,1
Kukatpally,10600000,1695,3,0,0,0,0,1
Kondapur,6500000,1200,2,0,0,0,0,1
Krishna Reddy Pet,3600000,1100,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1035,2,0,0,0,0,1
Krishna Reddy Pet,3300000,1025,2,0,0,0,0,1
Narsingi,8100000,1490,3,0,0,0,0,1
Manikonda,4500000,1130,2,0,0,0,0,0
Puppalaguda,8900000,1480,3,0,0,0,0,1
Gajularamaram,4710000,1050,2,0,0,0,0,1
Khajaguda Nanakramguda Road,8100000,1510,3,0,0,0,0,1
Miyapur,12700000,1925,3,0,0,0,0,1
Kondapur,8700000,1525,3,0,0,0,0,0
Cherlapalli,6300000,1523,2,0,0,0,0,0
Sainikpuri,6700000,1200,3,0,0,0,0,0
Hitech City,45000000,3233,4,0,0,0,0,0
Mallampet,5000000,1620,3,0,0,0,0,0
Kachiguda,10000000,1500,1,0,0,0,0,1
Manikonda,7500000,1650,3,0,0,0,0,1
Jubilee Hills,15000000,1908,3,0,0,0,0,1
Manikonda,4500000,1130,2,0,0,0,0,0
Puppalaguda,8900000,1480,3,0,0,0,0,1
Gajularamaram,4710000,1050,2,0,0,0,0,1
Tarnaka,8500000,1548,3,0,0,0,0,0
Tarnaka,5499000,1725,3,0,0,0,0,0
Tarnaka,7500000,1500,2,0,0,0,0,0
Puppalaguda,8500000,1430,2,0,0,0,0,1
Krishna Reddy Pet,3200000,1050,2,0,0,0,0,0
Miyapur,3828000,1294,2,0,0,0,0,1
Krishna Reddy Pet,3200000,1050,2,0,0,0,0,0
Krishna Reddy Pet,3200000,1100,2,0,0,0,0,0
Beeramguda,3500000,1080,2,0,0,0,0,0
Krishna Reddy Pet,3600000,1100,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1025,2,0,0,0,0,0
Krishna Reddy Pet,3299000,1035,2,0,0,0,0,0
Beeramguda,3500000,1085,2,0,0,0,0,1
Attapur,6500000,1480,3,0,0,0,0,0
Krishna Reddy Pet,3600000,1100,2,0,0,0,0,1
Miyapur,10700000,1920,3,0,0,0,0,0
Miyapur,8573000,1190,2,0,0,0,0,1
Beeramguda,3600000,1080,2,0,0,0,0,0
Gajularamaram,6300000,1465,3,0,0,0,0,1
Miyapur,8573000,1190,2,0,0,0,0,1
Gajularamaram,4600000,1050,2,0,0,0,0,1
Tellapur,8298999,1538,3,0,1,1,0,1
Tellapur,8800000,1678,3,0,1,1,0,1
Tellapur,8800000,1678,3,0,1,1,0,1
Beeramguda,3600000,1080,2,0,0,0,0,0
Beeramguda,3600000,1080,2,0,0,0,0,0
Kukatpally,11200000,1695,3,0,0,0,0,1
Himayat Nagar,13500000,1700,3,0,0,0,0,0
Kachiguda,10000000,1500,1,0,0,0,0,1
Manikonda,7500000,1650,3,0,0,0,0,1
Miyapur,10700000,1920,3,0,0,0,0,0
Miyapur,8573000,1190,2,0,0,0,0,1
Manikonda,4500000,1130,2,0,0,0,0,0
Puppalaguda,8900000,1480,3,0,0,0,0,1
Puppalaguda,10000000,2000,3,0,0,0,0,1
Gajularamaram,4710000,1050,2,0,0,0,0,1
Uppal,5500000,1170,2,0,0,0,0,1
Tarnaka,8500000,1548,3,0,0,0,0,0
Tarnaka,5499000,1725,3,0,0,0,0,0
Tarnaka,7500000,1500,2,0,0,0,0,0
Puppalaguda,8500000,1430,2,0,0,0,0,1
Krishna Reddy Pet,3300000,1045,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1035,2,0,0,0,0,1
Krishna Reddy Pet,3300000,1025,2,0,0,0,0,1
Beeramguda,3500000,1080,2,0,0,0,0,0
Beeramguda,3500000,1080,2,0,0,0,0,0
Krishna Reddy Pet,3299000,1035,2,0,0,0,0,0
Beeramguda,3500000,1085,2,0,0,0,0,1
Attapur,6500000,1480,3,0,0,0,0,0
Krishna Reddy Pet,3600000,1100,2,0,0,0,0,1
Krishna Reddy Pet,3300000,1045,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1035,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1025,2,0,0,0,0,0
Kondapur,8500000,1525,2,0,0,0,0,1
Beeramguda,3500000,1080,2,0,0,0,0,1
Kukatpally,11399999,1730,3,0,0,0,0,1
Attapur,6500000,1361,3,0,0,0,0,1
Miyapur,9075000,1265,2,0,0,0,0,0
Gajularamaram,6600000,1555,3,0,0,0,0,1
Kondapur,6500000,1200,2,0,0,0,0,1
Kondapur,10200000,1681,3,0,0,0,0,0
Kondapur,7500000,1250,2,0,0,0,0,1
Gajularamaram,4500000,1050,2,0,0,0,0,1
Shaikpet,11000000,1700,3,0,0,0,0,1
Gajularamaram,6600000,1555,3,0,0,0,0,1
Rhoda Mistri Nagar,6233000,1170,2,0,0,0,0,1
Mallampet,5000000,1620,3,0,0,0,0,0
Miyapur,3000000,607,1,0,0,0,0,0
Gachibowli,8000000,990,1,0,0,0,0,1
Toli Chowki,4000000,1000,2,0,0,0,0,1
Uppal,6200000,1565,3,0,0,0,0,0
Habsiguda,11000000,1630,3,0,0,0,0,0
Bandlaguda Jagir,3700000,1100,2,0,0,0,0,0
Krishna Reddy Pet,3200000,1100,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1025,2,0,0,0,0,0
Beeramguda,3500000,1080,2,0,0,0,0,0
Krishna Reddy Pet,3600000,1100,2,0,0,0,0,1
Krishna Reddy Pet,3600000,1100,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1025,2,0,0,0,0,0
Uppal,2700000,682,1,0,0,0,0,0
Tarnaka,7498999,1245,2,0,0,0,0,0
Kondapur,8500000,1500,3,0,0,0,0,1
Nallakunta,3000000,900,2,0,0,0,0,0
Zamistanpur,6800000,1320,3,0,0,0,0,1
Zamistanpur,7500000,1530,3,0,0,0,0,1
Kukatpally,8573000,1190,2,1,1,1,1,1
Kukatpally,10600000,1695,3,0,0,0,0,1
Kondapur,6500000,1200,2,0,0,0,0,1
Beeramguda,3500000,1080,2,0,0,0,0,0
Beeramguda,3500000,1080,2,0,0,0,0,1
Beeramguda,3500000,1080,2,0,0,0,0,0
Krishna Reddy Pet,3600000,1100,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1035,2,0,0,0,0,1
Krishna Reddy Pet,3300000,1025,2,0,0,0,0,1
Narsingi,8100000,1490,3,0,0,0,0,1
Neknampur,8998000,1539,3,0,0,0,0,1
Puppalaguda,7900000,1641,2,0,0,0,0,1
Puppalaguda,7900000,1640,2,0,0,0,0,1
Puppalaguda,6700000,1402,1,0,0,0,0,1
Puppalaguda,6700000,1401,1,0,0,0,0,1
Miyapur,12700000,1925,3,0,0,0,0,1
Gajularamaram,4600000,1050,2,0,0,0,0,1
Gajularamaram,6600000,1555,3,0,0,0,0,1
Bachupally,3800000,1008,2,0,0,0,0,1
Beeramguda,3500000,1080,2,0,0,0,0,0
Beeramguda,3500000,1080,2,0,0,0,0,0
Kukatpally,6895999,1230,2,0,1,1,0,1
Gajularamaram,4600000,1050,2,0,0,0,0,1
Miyapur,12700000,1925,3,0,0,0,0,1
Kondapur,8700000,1525,3,0,0,0,0,0
Cherlapalli,6300000,1523,2,0,0,0,0,0
Sainikpuri,6700000,1200,3,0,0,0,0,0
Hitech City,45000000,3233,4,0,0,0,0,0
Manikonda,8200000,1350,3,0,0,0,0,1
Sanath Nagar,14000000,1188,2,0,0,0,0,1
Tellapur,6200000,1199,2,0,1,1,0,1
Gachibowli,8600000,1538,3,0,0,0,0,0
Kukatpally,11399999,1730,3,0,0,0,0,1
Beeramguda,3600000,1080,2,0,0,0,0,0
Beeramguda,3600000,1080,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1045,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1035,2,0,0,0,0,0
Krishna Reddy Pet,3300000,1025,2,0,0,0,0,0
Kondapur,8500000,1525,2,0,0,0,0,1
Beeramguda,3500000,1080,2,0,0,0,0,1
Miyapur,8070000,1115,2,0,0,0,0,1
Kukatpally,7317000,1090,2,0,0,0,0,1
Hitech City,45000000,3233,4,0,0,0,0,0
Beeramguda,3500000,1080,2,0,0,0,0,1
Darga Khaliz Khan,9000000,1568,3,0,0,0,0,1
Appa Junction,9000000,1568,3,0,0,0,0,1
Appa Junction,9000000,1568,3,0,0,0,0,1
Appa Junction,10100000,1794,3,0,0,0,0,1
Appa Junction,10100000,1794,3,0,0,0,0,1
Manikonda,8200000,1350,3,0,0,0,0,1
Kondapur,8500000,1525,3,0,0,0,0,0
Manikonda,7800000,1530,2,0,0,0,0,1
Gachibowli,14600000,1953,2,0,1,1,0,1
Gachibowli,26000000,3434,4,0,1,1,0,1
Puppalaguda,9800000,1580,3,0,0,0,0,1
Kondapur,10600000,1815,3,0,0,0,0,1
Aminpur,10000000,1935,3,0,0,0,0,1
Aminpur,9906000,1905,3,0,0,0,0,1
Moosapet,10900000,1695,2,0,0,0,0,1
Moosapet,7098999,1090,1,0,0,0,0,1
Gajularamaram,5909000,1555,2,0,0,0,0,1
Aminpur,7843000,1265,2,0,0,0,0,1
Narsingi,8100000,1490,3,0,0,0,0,1
Miyapur,7581999,1115,2,0,0,0,0,1
Gajularamaram,6600000,1555,3,0,0,0,0,1
Appa Junction,9000000,1390,2,0,0,0,0,1
Appa Junction,10100000,1799,3,0,0,0,0,1
Appa Junction,10100000,1799,3,0,0,0,0,1
Appa Junction,10100000,1799,3,0,0,0,0,1
Appa Junction,9298000,1638,3,0,0,0,0,1
Appa Junction,9300000,1638,3,0,0,0,0,1
Darga Khaliz Khan,9300000,1638,3,0,0,0,0,1
Appa Junction,10100000,1794,3,0,0,0,0,1
Kukatpally,6895999,1230,2,0,1,1,0,1
Chintalmet,3850000,1200,2,0,0,0,0,0
Attapur,3200000,1200,3,0,0,0,0,0
Puppalaguda,10000000,2000,3,0,0,0,0,1
Rhoda Mistri Nagar,6233000,1170,2,0,0,0,0,1
Uppal,2700000,682,1,0,0,0,0,0
Tarnaka,7498999,1245,2,0,0,0,0,0
Zamistanpur,7500000,1530,3,0,0,0,0,1
Darga Khaliz Khan,9000000,1568,3,0,0,0,0,1
Appa Junction,9000000,1390,2,0,0,0,0,1
Appa Junction,8000000,1282,2,0,0,0,0,1
Darga Khaliz Khan,8000000,1282,2,0,0,0,0,1
Appa Junction,8000000,1282,2,0,0,0,0,1
Appa Junction,9000000,1390,2,0,0,0,0,1
Darga Khaliz Khan,8000000,1282,2,0,0,0,0,1
Darga Khaliz Khan,8000000,1282,2,0,0,0,0,1
Appa Junction,8000000,1282,2,0,0,0,0,0
Appa Junction,7100000,1214,2,0,0,0,0,1
Appa Junction,9000000,1390,2,0,0,0,0,1
Darga Khaliz Khan,8000000,1392,2,0,0,0,0,1
Appa Junction,8000000,1392,2,0,0,0,0,1
Appa Junction,9000000,1390,2,0,0,0,0,1
Darga Khaliz Khan,7998999,1282,2,0,0,0,0,1
Saroornagar,5800000,1020,2,0,0,0,0,1
LB Nagar,4800000,905,2,0,0,0,0,1
Kukatpally,11399999,1730,3,0,0,0,0,1
Miyapur,12600000,1925,3,0,0,0,0,1
Miyapur,12600000,1925,3,0,0,0,0,0
Miyapur,12600000,1925,3,0,0,0,0,0
Miyapur,9075000,1265,2,0,0,0,0,1
Gajularamaram,6300000,1465,3,0,0,0,0,1
Gajularamaram,4500000,1050,2,0,0,0,0,1
Appa Junction,9400000,1430,2,0,0,0,0,1
Appa Junction,9400000,1430,2,0,0,0,0,0
Appa Junction,9400000,1430,2,0,0,0,0,1
Appa Junction,9400000,1430,2,0,0,0,0,1
Appa Junction,8798000,1385,2,0,0,0,0,1
Kondapur,8500000,1525,3,0,0,0,0,0
Appa Junction,10100000,1799,3,0,0,0,0,1
Appa Junction,10100000,1799,3,0,0,0,0,1
Appa Junction,10100000,1799,3,0,0,0,0,1
Appa Junction,9298000,1638,3,0,0,0,0,1
Appa Junction,9300000,1638,3,0,0,0,0,1
Darga Khaliz Khan,9300000,1638,3,0,0,0,0,1
Appa Junction,10100000,1794,3,0,0,0,0,1
Darga Khaliz Khan,9000000,1568,3,0,0,0,0,1
Appa Junction,9000000,1568,3,0,0,0,0,1
Appa Junction,9000000,1568,3,0,0,0,0,1
Appa Junction,10100000,1794,3,0,0,0,0,1
Manikonda,6000000,1100,2,0,0,0,0,0
East Marredpally,21700000,3266,3,0,0,0,0,1
Manikonda,5200000,1200,2,0,0,0,0,0
Gajularamaram,6600000,1555,3,0,0,0,0,1
Bollaram,4900000,1620,3,0,0,0,0,1
Mallampet,3375000,1125,1,0,0,0,0,1
Mallampet,3315000,1100,1,0,0,0,0,1
Gajularamaram,4600000,1050,2,0,0,0,0,0
Beeramguda,3500000,1080,2,0,0,0,0,0
Kukatpally,7317000,1090,2,0,0,0,0,1
Manikonda,6600000,1380,3,0,0,0,0,0
Begumpet,11000000,1510,3,0,0,0,0,1
Kukatpally,9581000,1652,3,0,1,1,0,1
Hitech City,26100000,3147,4,0,1,1,0,1
Hitech City,25600000,3090,4,0,1,1,0,1
Hitech City,25200000,3044,4,0,1,1,0,1
Hitech City,17000000,2051,3,0,1,1,0,1
Hitech City,29000000,3498,4,0,1,1,0,1
Hitech City,25700000,3101,4,0,1,1,0,1
Hitech City,25299999,3049,4,0,1,1,0,1
Hitech City,14400000,1738,3,0,1,1,0,1
Hitech City,11200000,1355,2,0,1,1,0,1
Hitech City,11000000,1334,2,0,1,1,0,1
Hitech City,11100000,1346,2,0,1,1,0,1
Hitech City,11000000,1327,2,0,1,1,0,1
Kukatpally,9581000,1652,3,0,1,1,0,1
Kondapur,9942000,1473,2,0,1,1,0,1
Kondapur,17500000,2607,3,0,1,1,0,1
Kondapur,18900000,2800,3,0,1,1,0,1
Kondapur,14700000,2192,3,0,1,1,0,1
Kondapur,19000000,2815,3,0,1,1,0,1
Kondapur,16500000,2452,3,0,1,1,0,1
Kondapur,14700000,2191,3,0,1,1,0,1
Kondapur,18900000,2813,3,0,1,1,0,1
Kondapur,8707000,1290,2,0,1,1,0,1
Kondapur,8775000,1300,2,0,1,1,0,1
Kondapur,9234000,1368,2,0,1,1,0,1
Hitex Road,8000000,1550,3,1,0,1,1,1
Manikonda,6509999,1550,3,0,0,0,0,0
Hitech City,23000000,2049,4,0,1,1,0,1
Hitech City,29000000,3494,4,0,1,1,0,1
Hitech City,11000000,1336,2,0,1,1,0,1
Kondapur,12400000,1850,3,0,1,1,0,1
Kondapur,10100000,1500,2,0,1,1,0,1
Puppalaguda,7500000,1620,3,0,0,0,0,0
Begumpet,6200000,1200,2,0,0,1,0,0
Banjara Hills,17500000,2700,3,0,0,0,0,0
Kondapur,29000000,3600,4,0,0,0,0,1
Kondapur,8700000,1530,3,0,0,0,0,1
Sanath Nagar,6956999,1265,2,0,0,1,0,1
Nallagandla Gachibowli,6676000,1260,2,0,1,1,0,1
Nallagandla Gachibowli,9066000,1695,3,0,1,1,0,1
Nallagandla Gachibowli,9949000,1860,3,0,1,1,0,1
Balanagar,7600000,1520,3,0,1,1,0,1
Balanagar,8275000,1655,3,0,1,1,0,1
Balanagar,8325000,1665,3,0,1,1,0,1
Balanagar,9126000,1755,3,0,1,1,0,1
Balanagar,8825000,1765,3,0,1,1,0,1
Balanagar,10000000,1940,3,0,1,1,0,1
Nallagandla Gachibowli,7243000,1260,2,0,1,1,0,1
Nallagandla Gachibowli,11000000,1695,3,0,1,1,0,1
Nallagandla Gachibowli,10600000,1860,3,0,1,1,0,1
Manikonda,5514000,1313,2,0,0,0,0,0
Manikonda,5275000,1256,2,0,0,0,0,0
Manikonda,4830000,1150,2,0,0,0,0,0
Sanath Nagar,12000000,1495,3,0,0,1,0,1
Sanath Nagar,12000000,1500,3,0,0,1,0,1
Sanath Nagar,13500000,1685,3,0,0,1,0,1
Sanath Nagar,10400000,1895,3,0,0,1,0,1
Sanath Nagar,14200000,1780,3,0,0,1,0,1
Sanath Nagar,14300000,1785,3,0,0,1,0,1
Nallagandla Gachibowli,6323000,1265,2,0,1,1,0,1
Nallagandla Gachibowli,6348000,1270,2,0,1,1,0,1
Nallagandla Gachibowli,7553000,1511,2,0,1,1,0,1
Nallagandla Gachibowli,6348000,1270,3,0,1,1,0,1
Nallagandla Gachibowli,8323000,1665,3,0,1,1,0,1
Nallagandla Gachibowli,7272000,1265,2,0,1,1,0,1
Balanagar,7150000,1430,3,0,1,1,0,1
Balanagar,8050000,1610,3,0,1,1,0,1
Balanagar,6600000,1320,3,0,1,1,0,1
Balanagar,7175000,1435,3,0,1,1,0,1
Balanagar,7550000,1510,3,0,1,1,0,1
Nallagandla Gachibowli,7301000,1270,2,0,1,1,0,1
Nallagandla Gachibowli,8686000,1511,2,0,1,1,0,1
Nallagandla Gachibowli,7301000,1270,3,0,1,1,0,1
Nallagandla Gachibowli,9571000,1665,3,0,1,1,0,1
Manikonda,5376000,1280,2,0,0,0,0,0
Manikonda,5367000,1278,2,0,0,0,0,0
Manikonda,5166000,1230,2,0,0,0,0,0
Manikonda,6312000,1503,3,0,0,0,0,0
Manikonda,6656999,1585,3,0,0,0,0,0
Manikonda,4993000,1189,2,0,0,0,0,0
Manikonda,5077000,1209,2,0,0,0,0,0
Manikonda,5371000,1279,2,0,0,0,0,0
Manikonda,5506000,1311,2,0,0,0,0,0
Manikonda,5901000,1405,3,0,0,0,0,0
Manikonda,6279000,1495,3,0,0,0,0,0
Manikonda,8202000,1953,3,0,0,0,0,0
Manikonda,6833000,1627,3,0,0,0,0,0
Manikonda,7467000,1778,3,0,0,0,0,0
Manikonda,8273999,1970,3,0,0,0,0,0
Manikonda,7980000,1900,3,0,0,0,0,0
Manikonda,8278000,1971,3,0,0,0,0,0
Manikonda,7753000,1846,3,0,0,0,0,0
Manikonda,7576000,1804,3,0,0,0,0,0
Manikonda,6509999,1550,3,0,0,0,0,0
Manikonda,6547000,1559,3,0,0,0,0,0
Manikonda,6841000,1629,3,0,0,0,0,0
Manikonda,7358000,1752,3,0,0,0,0,0
Manikonda,7593000,1808,3,0,0,0,0,0
Manikonda,8341000,1986,3,0,0,0,0,0
Manikonda,6741000,1605,3,0,0,0,0,0
Manikonda,7203000,1715,3,0,0,0,0,0
Manikonda,7669000,1826,3,0,0,0,0,0
Manikonda,8379000,1995,3,0,0,0,0,0
Manikonda,8383000,1996,3,0,0,0,0,0
Narsingi,10200000,1655,3,0,1,1,0,1
Attapur,4284000,1020,2,0,0,0,0,0
ECIL,4640000,1160,2,0,0,0,0,0
Boiguda,59600000,5200,3,1,1,1,1,1
Manikonda,12500000,2250,3,0,0,0,0,0
ECIL Main Road,4640000,1160,2,0,0,0,0,0
Shaikpet,12600000,1990,3,0,1,1,0,1
ECIL,6340000,1585,3,0,0,0,0,0
ECIL,4660000,1165,2,0,0,0,0,0
Moula Ali,2200000,550,1,0,0,0,0,0
ECIL Cross Road,2200000,550,1,0,0,0,0,0
Nizampet,5500000,1260,2,0,0,0,0,0
Nizampet,3700000,1105,2,0,0,0,0,0
Nizampet,3700000,1105,2,0,0,0,0,0
Shaikpet,14500000,2080,3,0,1,1,0,1
ECIL Main Road,4993000,1235,2,0,1,1,0,1
Hitech City,17000000,2260,3,0,1,1,0,1
Hitech City,15000000,2015,3,0,1,1,0,1
Hitech City,15000000,2015,3,0,1,1,0,1
Narsingi,12000000,1700,3,0,1,1,0,1
Sanath Nagar,9300000,1265,2,0,1,1,0,1
Manikonda,45000000,4650,4,1,1,1,1,1
Gachibowli,13700000,1742,3,0,0,0,0,1
Rajbhavan Road Somajiguda,12500000,2300,3,1,1,1,1,1
Beeramguda,3700000,1110,2,0,0,0,0,1
Beeramguda,4300000,1110,2,0,0,0,0,0
Ramachandra Puram,4800000,1050,2,0,0,0,0,1
Ramachandra Puram,4850000,1050,2,0,0,0,0,1
Vanasthalipuram,8426000,1505,3,0,0,0,0,1
TellapurOsman Nagar Road,11299999,2026,3,0,1,1,0,1
Mansoorabad,8000000,1640,3,0,0,0,0,0
Serilingampally,8200000,1650,3,0,1,1,0,1
TellapurOsman Nagar Road,10500000,1880,3,0,1,1,0,1
Kukatpally,8200000,1216,2,0,1,1,0,1
Tellapur,11500000,2026,3,0,1,1,0,1
ECIL,6340000,1585,3,0,0,0,0,0
