location,price,total_sqft,No. of Bedrooms,School,24X7Security,CarParking,Hospital,LiftAvailable
Madinaguda,7000000,1170,2,0,0,0,0,0
Gachibowli,35200000,4146,5,0,1,1,0,1
Gachibowli,35200000,4146,5,0,0,1,0,1
Gachibowli,35200000,4146,5,0,1,1,0,1
Gachibowli,35200000,4146,5,0,1,1,0,1
Attapur,10900000,2875,4,0,1,1,0,1
Padmarao Nagar,22500000,2744,4,1,1,1,1,1
Kondapur,10500000,2192,3,0,1,1,0,1
Moula Ali,2310000,550,1,0,1,1,0,1
Madhapur,27000000,2595,4,0,1,1,0,1
Shaikpet,15000000,1875,3,0,1,1,0,1
Narsingi,7519000,1460,3,0,1,1,0,1
Kokapet,11200000,1680,3,0,1,1,0,1
Bachupally Road,4389000,1155,2,0,0,0,0,0
Bachupally Road,4500000,1175,2,0,0,0,0,0
Serilingampally,8200000,1650,3,0,1,1,0,1
Suchitra,6363000,1515,3,0,1,1,0,1
Alkapur township,6500000,1500,5,0,1,1,0,1
Kondapur,4500000,1050,3,0,0,0,0,0
Gachibowli,7998000,1600,3,0,1,1,0,1
Nallagandla Gachibowli,8811000,1511,2,0,1,1,0,1
Banjara Hills Road Number 12,23000000,2141,3,0,1,1,0,1
Narsingi,8624000,1670,3,0,1,1,0,1
Bachupally Road,4158000,1155,2,0,0,0,0,0
Bachupally Road,4389000,1155,2,0,0,0,0,0
Bachupally Road,4500000,1175,2,0,0,0,0,0
Kukatpally,13300000,1931,3,0,1,1,0,1
Kukatpally,11500000,1782,3,0,1,1,0,1
Kukatpally,9400000,1441,2,0,1,1,0,1
Kukatpally,9400000,1441,2,0,1,1,0,1
Suchitra,6363000,1515,3,0,1,1,0,1
ECIL Main Road,5100000,1165,2,0,0,0,0,0
Kukatpally,12000000,1740,3,0,1,1,0,1
Kukatpally,9382000,1360,2,0,1,1,0,1
Pragathi Nagar Kukatpally,4500000,1110,2,0,0,0,0,0
Chandanagar,11000000,1675,3,0,1,1,0,1
Gopanpally,11000000,1725,3,0,1,1,0,1
Nagole,5647000,1255,2,1,1,1,1,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Kondapur,14000000,1505,3,0,1,1,0,1
Serilingampally,8150000,1650,3,0,1,1,0,1
Kukatpally,7098999,1090,2,0,1,1,0,1
Kukatpally,10900000,1695,3,0,1,1,0,1
Kondapur,8095000,1315,2,0,1,1,0,1
Kondapur,11399999,1885,3,0,1,1,0,1
Gajularamaram,5256000,1180,2,0,1,1,0,1
Gajularamaram,6931000,1555,3,0,1,1,0,1
Gachibowli,13500000,1728,3,0,1,1,0,1
Panchavati Colony Manikonda,6000000,1189,2,0,1,1,0,0
Manikonda,6000000,1100,2,0,0,0,0,0
Kukatpally,11500000,1782,3,0,1,1,0,1
Kukatpally,11500000,1782,3,0,1,1,0,1
Kukatpally,11000000,1735,3,0,1,1,0,1
Kondapur,10500000,2192,3,0,1,1,0,1
Kompally,4085000,1075,2,0,0,0,0,0
Kompally,4427000,1265,2,0,0,0,0,0
Kukatpally,15400000,1782,3,1,1,1,1,1
Sun City,45000000,2700,3,0,0,0,0,0
Gachibowli,24500000,4829,4,0,1,1,0,1
Kukatpally,8823000,1279,2,0,1,1,0,1
Kukatpally,8389000,1216,2,0,1,1,0,1
Kukatpally,9941000,1441,2,0,1,1,0,1
Narsingi,6180000,1200,2,0,1,1,0,1
Bachupally,4340000,1150,2,0,0,1,0,1
Bachupally,5510000,1475,3,0,0,1,0,1
Kompally,5050000,1100,2,0,1,1,0,1
Chandanagar,9300000,1470,3,0,1,1,0,1
Serilingampally,13000000,1780,3,0,1,1,0,1
Manikonda,18500000,2460,3,0,1,1,0,1
Kokapet,17500000,2540,3,0,1,1,0,1
Nanakramguda,6102000,1130,2,0,1,1,0,1
Nanakramguda,8070000,1495,3,0,1,1,0,1
Nanakramguda,7533000,1395,2,0,1,1,0,1
Nanakramguda,6884999,1275,2,0,1,1,0,1
Kokapet,10800000,1875,3,0,1,1,0,1
Kokapet,17000000,2630,4,0,1,1,0,1
Kokapet,17000000,2630,4,0,1,1,0,1
Jubilee Hills,61000000,4700,4,0,1,1,0,1
Jubilee Hills,55800000,4300,4,0,1,1,0,1
Tellapur,8000000,1700,3,0,1,1,0,1
Kokapet,18400000,2630,4,0,1,1,0,1
Bachupally,4500000,1230,2,0,0,0,0,0
Pragati Nagar,3600000,1000,2,1,1,1,1,1
Bachupally Road,3500000,1150,2,0,1,1,0,0
Nallakunta,4000000,1195,3,0,0,1,0,1
New Maruthi Nagar,5200000,1050,2,0,0,0,0,0
Tarnaka,5900000,1122,2,0,0,0,0,0
Kukatpally,9400000,1441,2,0,1,1,0,1
Kondapur,13300000,1710,3,0,1,1,0,1
Nanakramguda,7998000,1600,3,1,1,1,1,1
Kondapur,10500000,2020,3,0,1,1,0,1
Madhapur,32000000,3190,4,0,1,1,0,1
Bachupally Road,4236000,1175,2,0,0,0,0,0
Bachupally Road,4236000,1175,2,0,0,0,0,0
Bachupally Road,4158000,1155,2,0,0,0,0,0
Bachupally Road,4158000,1155,2,0,0,0,0,0
Bachupally Road,4158000,1155,2,0,0,0,0,0
Bachupally Road,4236000,1175,2,0,0,0,0,0
Bachupally Road,4158000,1220,2,0,0,0,0,0
Bachupally Road,4158000,1155,2,0,0,0,0,0
Bachupally Road,4158000,1155,2,0,0,0,0,0
Bachupally Road,4158000,1155,2,0,0,0,0,0
Bachupally Road,4389000,1155,2,0,0,0,0,0
Bachupally Road,4236000,1175,2,0,0,0,0,0
Bachupally Road,4158000,1155,2,0,0,0,0,0
Kondapur,6640000,1165,2,0,1,1,0,1
Bandlaguda Jagir,6000000,1775,3,0,1,1,0,1
Gachibowli,16000000,1662,3,0,1,1,0,1
Nanakramguda,9558000,1770,3,0,1,1,0,1
Hitech City,29000000,3493,4,0,1,1,0,1
Kukatpally,5500000,1050,2,0,0,0,0,1
Suchitra,6363000,1515,3,0,1,1,0,0
Kondapur,13500000,2815,3,0,1,1,0,1
Kondapur,10500000,2191,3,0,1,1,0,1
Kondapur,13500000,2813,3,0,1,1,0,1
Kokapet,9517000,1535,3,0,1,1,0,1
Kokapet,9517000,1535,3,0,1,1,0,1
Kokapet,8903000,1535,3,0,1,1,0,1
Kokapet,16299999,2630,4,0,1,1,0,1
Kokapet,16299999,2630,4,0,1,1,0,1
Kokapet,16299999,2630,4,0,1,1,0,1
Kokapet,16299999,2630,4,0,1,1,0,1
Kokapet,15200000,2630,4,0,1,1,0,1
Kokapet,15200000,2630,4,0,1,1,0,1
Kokapet,15200000,2630,4,0,1,1,0,1
Kokapet,15200000,2630,4,0,1,1,0,1
Kokapet,15200000,2630,4,0,1,1,0,1
Kokapet,15200000,2630,4,0,1,1,0,1
Kokapet,15200000,2630,4,0,1,1,0,1
Kokapet,15200000,2630,4,0,1,1,0,1
Gachibowli,35200000,4146,5,0,1,1,0,1
Gachibowli,35200000,4146,5,0,1,1,0,1
Gachibowli,35200000,4146,5,0,1,1,0,1
Gachibowli,35200000,4146,5,0,1,1,0,1
Madhavaram Nagar Colony,4500000,1050,2,0,0,0,0,0
Jubilee Hills,62300000,4800,4,0,1,1,0,1
Kondapur,12500000,2607,3,0,1,1,0,1
Kokapet,12000000,1535,3,0,1,1,0,1
Gajulramaram Kukatpally,2962000,1185,2,0,1,1,0,1
Nanakramguda,14500000,1730,3,0,1,1,0,1
Madhapur,34000000,3490,4,0,1,1,0,1
Manikonda,15000000,1834,3,0,1,1,1,1
Miyapur Bachupally Road,7200000,2025,4,0,1,1,0,1
Pragathi Nagar Road,3700000,1000,2,0,1,1,0,0
Hitech City,9800000,1580,3,0,1,1,0,1
Gachibowli,13000000,2615,3,0,1,1,0,1
Kondapur,15800000,2191,3,0,1,1,0,1
nizampet road,4600000,1190,2,0,0,0,0,0
Kukatpally,30000000,4400,4,1,1,1,1,1
Nallagandla Gachibowli,7438000,1270,2,0,1,1,0,1
Kokapeta Village,13400000,2100,3,0,1,1,0,0
Kompally,4800000,1100,2,0,0,0,0,0
LB Nagar,29000000,8500,6,0,0,0,0,0
Nallakunta,3800000,900,2,0,0,1,0,0
Gachibowli,27000000,3448,4,0,1,1,0,1
Hitech City,12100000,1865,3,0,1,1,0,1
Alwal,7950000,1589,3,0,1,1,0,1
Somajiguda,10500000,2025,3,0,0,1,0,1
Kondapur,10500000,2191,3,0,1,1,0,1
Nanakramguda,14500000,2270,3,1,1,1,1,1
Kondapur,14000000,1615,3,0,1,1,0,1
Nanakramguda,11200000,1745,3,1,1,1,1,1
Nanakramguda,7500000,960,2,0,1,0,0,0
Bachupally,4641000,1190,2,0,0,0,0,0
Nanakramguda,16600000,2615,3,1,1,1,1,1
Kondapur,13500000,2815,3,0,1,1,0,1
Kondapur,13400000,2800,3,0,1,1,0,1
Kondapur,12400000,2600,3,0,1,1,0,1
Kondapur,11700000,2452,3,0,1,1,0,1
Kondapur,13500000,2815,3,0,1,1,0,1
Madinaguda,5500000,1604,3,0,0,0,0,0
HMT Hills,5500000,1050,2,0,1,1,0,1
Gajularamaram,8000000,1620,3,0,0,0,0,0
Kokapet,16000000,2540,3,0,1,1,0,1
Hitech City,15000000,2160,3,0,1,1,0,1
Toli Chowki,7000000,1630,3,0,1,1,0,1
Tilak Nagar,5400000,1050,2,0,0,1,0,0
Hitech City,3900000,1150,2,0,1,1,0,1
Hitech City,14800000,2265,3,0,1,1,0,1
Chititra Medchal,5000000,1035,2,0,0,0,0,0
Madhapur,8000000,1500,3,1,1,1,1,1
Somajiguda,9800000,1688,3,0,0,1,0,1
Pragathi Nagar,4600000,1100,2,0,1,1,0,1
Kokapet,12100000,1875,3,0,1,1,0,1
BK Guda Road,4200000,1050,2,0,0,0,0,0
Appa Junction Peerancheru,10000000,1800,3,0,1,1,0,1
Madhapur,27000000,2625,3,0,1,1,0,1
Gachibowli,27000000,3448,4,0,0,1,0,1
Shaikpet,15000000,2385,3,0,1,1,0,1
Nanakramguda,11200000,1800,3,0,1,1,0,1
Kondapur,20000000,2607,3,0,1,1,0,1
Madhapur,29200000,3240,4,0,1,1,0,1
Madhapur,25800000,2865,4,0,1,1,0,1
Pragathi Nagar Kukatpally,4060000,1125,2,0,1,1,0,0
Serilingampally,14000000,2050,3,0,0,0,0,0
Banjara Hills,29700000,3300,4,0,1,1,0,1
muthangi,3250000,1300,3,0,0,0,0,0
Madinaguda,3450000,1240,2,0,0,0,0,0
Nallagandla Gachibowli,9855000,1665,3,0,1,1,0,1
Nallagandla Gachibowli,7536000,1265,2,0,1,1,0,1
Nanakramguda,9782000,2644,3,0,1,1,0,1
Beeramguda,2500000,1000,2,0,0,0,0,0
Central Excise Colony Hyderabad,6500000,1550,3,0,0,1,0,1
Miyapur,18000000,4500,5,0,1,0,0,0
Madinaguda,5300000,1640,3,0,0,0,0,0
Somajiguda,55000000,3450,4,0,1,1,0,1
Madhapur,3900000,1150,2,1,1,1,1,1
Beeramguda,3900000,1150,2,1,1,1,1,1
Kondapur,10700000,1770,3,0,1,1,0,1
Himayat Nagar,12000000,1960,3,0,0,0,0,0
Bowenpally,3800000,980,2,0,1,1,0,1
Kondapur,7500000,1195,2,0,1,1,0,1
Ashok Nagar,9000000,1200,2,0,0,0,0,0
Ashok Nagar,12000000,1590,3,0,0,0,0,0
Nanakramguda,15000000,2220,3,0,1,1,0,1
Kukatpally,12600000,1592,3,0,1,1,0,1
Barkatpura,6500000,1380,3,0,0,1,0,1
Madhapur,32799999,4375,5,0,1,1,0,1
Madinaguda,5500000,1640,3,0,0,0,0,0
Madinaguda,3720000,1240,2,0,0,0,0,0
Isnapur,3200000,1300,3,0,0,0,0,0
Madinaguda,3720000,1240,2,0,0,0,0,0
Nacharam,5600000,1160,2,0,1,1,0,1
Kukatpally,11200000,1695,3,0,1,1,0,1
Kukatpally,7317000,1090,2,0,1,1,0,1
Gachibowli,11500000,1275,2,0,1,1,0,1
Kokapet,10200000,1350,2,0,1,1,0,1
D D Colony,6300000,1250,3,0,0,1,0,1
DD Colony,13500000,2500,3,0,0,0,0,0
Nanakramguda,22700000,3258,4,0,1,1,0,1
Miyapur,5242000,1165,2,0,1,1,0,1
Ramnagar Gundu,5200000,1250,3,0,0,0,0,0
Patancheru Shankarpalli Road,4000000,1300,3,0,0,0,0,0
Patancheru,2400000,950,2,0,0,0,0,0
BHEL,3100000,1100,3,0,0,0,0,0
Jhangir Pet,2014000,1007,2,0,0,0,0,0
Gajulramaram Kukatpally,3936000,1640,3,0,1,1,0,1
Serilingampally,14600000,2925,4,0,1,0,0,0
Kondapur,13000000,1710,3,0,1,1,0,1
Nanakramguda,9782000,2664,3,0,1,1,0,1
Nanakramguda,7400000,2000,3,0,1,1,0,1
Almasguda,4800000,1150,2,0,0,1,0,0
Pragathi Nagar,4140000,1150,2,1,1,1,1,1
Ashok Nagar,8500000,1145,2,0,0,0,0,0
Kondapur,16500000,1900,3,0,1,1,0,1
Hitech City,10000000,1580,3,0,1,1,0,1
Kondapur,10500000,2192,3,0,1,1,0,1
Hitech City,20500000,2595,3,0,1,1,0,1
Himayat Nagar,5760000,960,2,0,1,1,0,1
Madinaguda,5500000,1665,3,0,0,0,0,0
Patancheru,2400000,950,2,0,0,0,0,0
Kukatpally,12200000,1735,3,0,1,1,0,1
Kukatpally,9600000,1360,2,0,1,1,0,1
Kukatpally,8500000,1208,2,0,1,1,0,1
Kukatpally,12200000,1740,3,0,1,1,0,1
Bachupally,4680000,1200,2,0,0,0,0,0
Bachupally,4836000,1240,2,0,0,0,0,0
Bachupally,4836000,1240,2,0,0,0,0,0
Bachupally,4680000,1200,2,0,0,0,0,0
Bachupally,6240000,1600,3,0,0,0,0,0
Bachupally,4953000,1270,2,0,0,0,0,0
Alwal,4320000,1080,2,1,1,1,0,1
Allwyn Colony,4850000,1020,2,0,1,1,0,1
Miyapur Bachupally Road,4800000,1145,2,0,1,1,0,1
Chandanagar,8031999,1575,3,0,1,1,0,1
Kukatpally,10300000,1700,3,0,1,1,0,1
Kukatpally,10500000,1730,2,0,1,1,0,1
Kukatpally,6648999,1090,2,0,1,1,0,1
BK Guda Road,17000000,2300,3,0,1,1,0,0
Adibatla,4500000,1147,2,0,0,0,0,0
Banjara Hills,41500000,3900,4,0,1,1,0,1
Banjara Hills,45100000,3765,4,0,1,1,0,1
Ashok Nagar,12700000,2021,3,0,1,1,0,1
Nanakramguda,7400000,2000,3,0,1,1,0,1
Gajulramaram Kukatpally,3210000,1125,2,1,1,1,0,1
Nanakramguda,15000000,2220,3,0,1,1,0,1
Nanakramguda,15000000,2230,3,0,1,1,0,1
Manikonda,16200000,1834,3,0,1,1,1,1
Madhapur,42500000,4070,4,0,1,1,0,1
Manikonda,16000000,1834,3,0,1,1,1,1
Kukatpally,41000000,4700,4,0,1,1,0,1
Manikonda,10000000,1314,2,0,1,1,1,1
Gachibowli,26800000,3355,4,0,1,1,0,1
Gachibowli,33100000,4146,5,0,1,1,0,1
Gachibowli,27500000,3448,4,0,1,1,0,1
Patancheru,3200000,1200,3,0,0,0,0,0
Patancheru,3250000,1300,3,0,0,0,0,0
DD Colony,9000000,1600,3,0,0,1,0,1
Kukatpally,35000000,7600,8,0,0,0,0,0
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1513,3,0,0,1,0,1
Pragathi Nagar Kukatpally,6800000,1515,3,0,0,1,0,1
Sanath Nagar,11000000,1557,3,0,1,1,0,1
Patancheru,3100000,1300,3,0,0,0,0,0
Sri Nagar Colony,12500000,2025,3,0,1,1,0,1
Sri Nagar Colony,7800000,1260,2,0,1,1,0,1
Manikonda,14500000,1834,3,0,1,1,1,1
Tellapur,7200000,1580,3,0,1,1,0,1
Nanakramguda,14000000,1860,3,0,1,1,0,1
financial District,2211000,1005,2,0,0,0,0,0
Beeramguda Road,3500000,1200,2,0,1,1,0,1
Bandlaguda Jagir,3000000,1057,2,1,1,1,1,1
Ashok Nagar,13300000,2122,3,0,1,1,0,1
Patancheru,3200000,910,2,0,0,0,0,0
Pati,4000000,1375,3,0,0,0,0,0
Nagole,2002000,1001,2,0,0,0,0,0
Kondapur,10000000,2000,3,0,1,1,0,1
Kondapur,14000000,1615,3,0,1,1,0,1
Jubilee Hills,40000000,3085,3,0,1,1,0,1
Hitech City,17000000,2250,4,0,0,0,0,0
Kondapur,21500000,3195,3,0,0,0,0,0
Kokapet,9542000,1735,3,0,1,0,0,1
Madhapur,33500000,3450,4,0,1,1,0,1
Kondapur,8200000,1500,3,0,0,0,0,0
Bachupally Road,4230000,1175,2,0,0,0,0,0
Bachupally Road,4158000,1155,2,0,0,0,0,0
Patancheru,3300000,910,2,0,0,1,0,1
Karimnagar,3500000,1005,2,0,0,1,0,1
Bagh Amberpet,5500000,1150,2,0,0,0,0,1
Miyapur,3507000,1002,2,0,0,0,0,0
Miyapur,3545000,1013,2,0,0,0,0,0
Miyapur,3517000,1005,2,0,0,0,0,0
Miyapur,3524000,1007,2,0,0,0,0,0
Miyapur,3542000,1012,2,0,0,0,0,0
Adibatla,2022000,1010,2,0,0,0,0,0
Nagole,2020000,1010,2,0,0,0,0,0
Nagole,2800000,1400,3,0,0,0,0,0
Kollur Road,5700000,1665,3,0,0,0,0,0
Medchal,4008000,1002,2,0,0,0,0,0
Adibatla,2200000,1050,2,0,0,0,0,0
Sun City Padmasri Estates,5500000,1350,3,0,0,0,0,0
Chaitanyapuri,9300000,2200,3,0,1,1,0,1
Chaitanyapuri,9200000,2000,3,0,1,1,0,1
Chaitanyapuri,9300000,1600,3,0,1,1,0,1
Chaitanyapuri,9300000,1691,3,0,1,1,0,1
Chaitanyapuri,9300000,1500,3,0,1,1,0,1
Pragathi Nagar Kukatpally,3600000,1175,2,0,0,1,0,1
Chandanagar,8460000,1600,3,0,1,1,0,1
Chandanagar,6165000,1150,2,0,1,1,0,1
Kukatpally,6895999,1230,2,0,1,1,0,1
Kukatpally,6168000,1090,2,0,1,1,0,1
Miyapur,8692000,1190,2,0,1,1,0,1
Miyapur,10700000,1920,3,0,1,1,0,1
Miyapur,10700000,1905,3,0,1,1,0,1
Kondapur,11200000,1295,2,0,1,1,0,1
Kokapet,22500000,3380,4,0,1,1,0,1
Somajiguda,27100000,3615,4,0,1,1,0,1
Nandagiri Hills,22100000,2600,3,0,1,1,0,1
Whitefield,10900000,2100,3,0,1,1,0,1
Film Nagar,28700000,3025,3,0,1,1,0,1
Nandagiri Hills,22100000,2600,3,0,1,1,0,1
Sri Nagar Colony,39400000,3590,3,0,1,1,0,1
Sri Nagar Colony,39400000,3590,3,0,1,1,0,1
Somajiguda,29000000,3875,3,0,1,1,0,1
Somajiguda,32100000,4290,3,0,1,1,0,1
Balanagar,6354000,1765,3,0,1,1,0,1
Balanagar,6984000,1940,3,0,1,1,0,1
Jubilee Hills,16500000,2445,3,0,1,1,0,1
Kokapet,12000000,1830,3,0,0,0,0,0
Kismatpur,5000000,1125,4,0,1,0,0,0
Patancheru,3200000,1300,3,0,0,0,0,0
Patancheru,3250000,910,2,0,0,0,0,0
Pati,4750000,1550,3,0,0,0,0,0
Patancheru,4800000,1650,3,0,0,0,0,0
Patancheru,4800000,1650,3,0,0,0,0,0
Pati,4550000,1475,3,0,0,0,0,0
Pati,4150000,1475,3,0,0,0,0,0
Patancheru,3550000,1500,2,0,0,0,0,0
Pati,4450000,1550,3,0,0,0,0,0
Pati,3900000,1400,3,0,0,0,0,0
Patancheru,3800000,1350,2,0,0,0,0,0
Pati,4250000,1475,3,0,0,0,0,0
Pati,4850000,1650,3,0,0,0,0,0
Patancheru,4050000,1375,2,0,0,0,0,0
Pati,4500000,1475,3,0,0,0,0,0
Dr A S Rao Nagar Rd,4800000,1000,2,0,0,0,0,0
Tellapur,8600000,1950,3,0,1,1,0,1
Dullapally,3675000,1050,2,0,1,1,0,1
Kondapur,8749000,1535,3,0,1,1,0,1
KPHB,8300000,1550,3,0,0,1,0,0
Vivekananda Nagar Colony,8700000,1510,3,0,1,1,0,0
Boduppal,4000000,920,3,0,0,0,0,0
Gachibowli,13700000,1742,3,0,1,1,0,1
Banjara Hills,57500000,3765,4,0,1,1,0,1
Gachibowli,16500000,2750,3,0,1,1,0,1
Ameenpur,4582000,1160,2,0,0,1,0,1
Manikonda,11200000,2450,4,0,1,1,0,1
Jubilee Hills,55000000,4700,4,0,1,1,0,1
LB Nagar,4600000,1100,2,0,0,0,0,0
financial District,3375000,1250,2,0,0,0,0,0
Kollur Road,4300000,1250,2,0,0,0,0,0
Adibatla,2800000,1200,2,0,0,0,0,0
Miyapur,3521000,1006,2,0,0,0,0,0
Kollur Road,4500000,1200,2,0,0,0,0,0
Kollur Road,4250000,1250,2,0,0,0,0,0
Kollur Road,4600000,1250,2,0,0,0,0,0
